Date,Income,Price,Consumption,Sp_inf_adjust,Sp,Consumer_confidence,Policy_uncertainty,Baa_aaa,Real_income_excptTransfer,Salary_pre_tax,Income_tranfer,Unemploy_rate,TransRecpt
2019-08-01,16238.4,103.670,14558.2,3660.55,2897.50,89.8,155.23,0.89000,14726.5,9338.9,3166.1,3.6,1034.2
2019-09-01,16282.7,103.733,14590.6,3764.55,2982.16,93.2,118.31,0.88000,14755.6,9364.8,3171.6,3.5,1037.3
2019-10-01,16332.8,103.917,14617.4,3750.33,2977.68,95.5,98.00,0.91000,14786.5,9441.7,3181.5,3.6,1045.5
2019-11-01,16400.2,104.024,14711.0,3912.66,3104.90,96.8,81.04,0.88000,14855.3,9494.9,3177.4,3.6,1045.2
2019-12-01,16358.1,104.307,14774.8,4006.84,3176.75,99.3,121.31,0.87000,14796.5,9492.3,3161.4,3.6,1037.3
2020-01-01,16552.7,104.490,14868.3,4118.83,3278.20,99.8,110.07,0.83000,14945.8,9644.3,3192.7,3.6,1064.7
2020-02-01,16625.5,104.573,14828.1,4106.46,3277.31,101.0,113.26,0.83000,15024.6,9731.7,3194.8,3.5,1067.5
2020-03-01,16370.4,104.271,13812.8,3330.68,2652.39,89.1,380.39,1.27000,14689.3,9506.8,3277.1,4.4,1073.1
2020-04-01,18703.3,103.838,12249.2,3491.64,2761.98,71.8,555.32,1.70000,13786.4,8706.4,6439.2,14.8,1074.9
2020-05-01,17780.7,103.942,13281.5,3690.85,2919.61,72.3,484.18,1.45000,14119.0,9018.3,5220.8,13.2,1076.0
2020-06-01,17774.4,104.270,14049.2,3903.42,3104.66,78.1,313.92,1.20000,14445.0,9269.8,4890.9,11.0,1074.1
2020-07-01,17987.1,104.578,14307.2,4012.57,3207.62,72.5,359.45,1.17000,14562.6,9345.4,4973.2,10.2,1078.1
2020-08-01,17344.6,104.870,14462.2,4229.52,3391.71,74.1,298.59,1.02000,14728.2,9443.1,4154.6,8.4,1081.0
2020-09-01,17471.8,105.057,14668.1,4191.02,3365.52,80.4,247.74,1.05000,14905.4,9514.9,4101.9,7.8,1081.6
2020-10-01,17424.0,105.151,14725.8,4255.48,3418.70,81.8,271.43,1.09000,15127.8,9713.5,3859.6,6.9,1089.8
2020-11-01,17239.3,105.258,14701.6,4420.36,3548.99,76.9,264.69,1.00000,15108.4,9823.5,3721.5,6.7,1086.4
2020-12-01,17327.5,105.699,14822.0,4598.28,3695.31,80.7,238.67,0.90000,15089.9,9866.5,3796.0,6.7,1087.9
2021-01-01,19306.1,106.147,15073.0,4700.77,3793.75,79.0,216.06,0.79000,15086.9,9894.1,5817.0,6.4,1103.7
2021-02-01,17776.2,106.500,14983.5,4785.70,3883.43,76.8,154.40,0.72000,15098.9,9838.8,4238.6,6.2,1105.3
2021-03-01,21959.4,107.054,15709.7,4785.17,3910.51,84.9,176.70,0.70000,15241.0,9902.7,8225.1,6.1,1109.1
2021-04-01,18741.2,107.618,15917.5,5026.12,4141.18,88.3,122.48,0.70000,15377.5,10059.3,4829.4,6.1,1107.9
2021-05-01,18299.5,108.175,15973.5,5018.26,4167.85,82.9,129.44,0.66000,15456.9,10171.6,4255.6,5.8,1107.7
2021-06-01,18306.9,108.760,16191.7,5056.34,4238.49,85.5,113.15,0.65000,15508.5,10281.0,4147.0,5.9,1112.8
2021-07-01,18511.8,109.256,16239.7,5180.81,4363.71,81.2,130.01,0.67000,15570.0,10390.8,4229.1,5.4,1113.1
2021-08-01,18547.5,109.674,16412.9,5277.34,4454.21,70.3,124.14,0.69000,15569.7,10439.7,4215.0,5.1,1118.7
2021-09-01,18401.3,110.034,16489.6,5252.81,4445.54,72.8,120.23,0.70000,15608.0,10521.1,3995.4,4.7,1118.2
2021-10-01,18529.1,110.762,16704.2,5227.30,4460.71,71.7,109.65,0.67000,15663.7,10665.8,3986.5,4.5,1129.0
2021-11-01,18600.5,111.500,16849.8,5442.75,4667.39,67.4,135.15,0.66000,15657.2,10766.4,3985.9,4.1,1125.5
2021-12-01,18631.4,112.191,16891.0,5434.67,4674.77,70.6,137.13,0.65000,15610.8,10848.2,3997.9,3.9,1124.3
2022-01-01,18277.5,112.805,16993.8,5272.93,4573.82,67.2,145.67,0.65000,15496.6,10834.3,4026.5,4.0,1196.1
2022-02-01,18387.6,113.471,17106.0,5067.74,4435.98,62.8,127.99,0.72000,15483.6,10899.3,4083.0,3.9,1198.1
2022-03-01,18457.9,114.469,17347.2,4950.56,4391.27,59.4,186.61,0.86000,15420.6,10942.4,4098.4,3.7,1203.3
2022-04-01,18511.9,114.812,17490.0,4923.11,4391.30,65.2,136.31,0.90000,15417.5,10959.0,4122.6,3.7,1204.7
2022-05-01,18601.3,115.525,17574.5,4480.29,4040.36,58.4,133.78,0.99000,15401.5,10991.5,4116.2,3.6,1207.2
2022-06-01,18734.1,116.638,17755.2,4264.89,3898.95,50.0,133.47,1.03000,15342.3,11033.9,4117.4,3.6,1208.5
2022-07-01,18975.2,116.631,17770.1,4279.38,3911.73,51.5,146.90,1.15000,15515.9,11196.6,4123.2,3.5,1210.5
2022-08-01,19141.5,116.956,17916.5,4551.03,4158.56,58.2,119.16,1.08000,15585.4,11275.2,4130.0,3.6,1215.3
2022-09-01,19276.0,117.371,17992.8,4204.87,3850.52,58.6,109.56,1.10000,15638.0,11362.3,4133.4,3.5,1216.9
2022-10-01,19428.1,117.919,18109.6,4052.50,3726.05,59.9,139.83,1.16000,15614.3,11333.4,4224.7,3.6,1228.9
2022-11-01,19509.7,118.224,18108.0,4265.02,3917.49,56.7,147.65,1.17000,15618.5,11319.8,4241.3,3.6,1224.7
2022-12-01,19625.4,118.384,18116.5,4272.58,3912.38,59.8,132.44,1.16000,15662.6,11325.4,4259.0,3.5,1223.8
2023-01-01,20121.6,119.018,18449.1,4290.99,3960.66,64.9,186.77,1.10000,15762.0,11442.8,4205.9,3.5,1336.4
2023-02-01,20289.8,119.369,18491.6,4395.41,4079.68,66.9,120.97,1.03000,15806.5,11480.6,4245.7,3.6,1340.9
2023-03-01,20438.8,119.538,18520.4,4261.58,3968.56,62.0,140.28,1.11000,15882.7,11514.3,4262.9,3.5,1345.4
2023-04-01,20553.0,119.951,18641.8,4403.50,4121.47,63.7,138.76,1.06000,15925.7,11580.1,4257.7,3.4,1349.5
2023-05-01,20660.8,120.150,18664.6,4418.77,4146.17,59.0,190.46,1.10000,15975.5,11633.7,4274.9,3.6,1353.0
2023-06-01,20739.2,120.469,18773.0,4616.16,4345.37,64.2,122.39,1.10000,16006.6,11710.8,4274.2,3.6,1355.5
2023-07-01,20804.4,120.607,18884.2,4779.88,4508.08,71.5,101.65,1.08000,16071.5,11784.6,4252.8,3.5,1356.5
2023-08-01,20896.8,120.970,18953.3,4672.70,4426.24,69.4,97.62,1.07000,16107.2,11838.8,4253.9,3.7,1360.9
2023-09-01,20982.8,121.419,19048.1,4643.07,4409.10,67.8,89.23,1.03000,16126.7,11885.0,4253.2,3.7,1362.3
2023-10-01,21065.7,121.484,19109.4,4486.70,4258.98,63.8,140.11,1.02000,16186.9,11912.6,4256.4,3.9,1378.9
2023-11-01,21171.5,121.493,19178.9,4708.03,4460.06,61.3,114.53,1.01000,16280.3,11974.0,4259.9,3.7,1370.0
2023-12-01,21267.0,121.660,19283.5,4950.44,4685.05,69.7,128.03,0.90000,16327.6,12031.4,4282.9,3.8,1374.7
2024-01-01,21480.9,122.230,19303.3,5049.14,4804.49,79.0,143.07,0.81000,16326.0,12062.7,4409.5,3.7,1422.8
2024-02-01,21571.0,122.598,19446.5,5234.78,5011.96,76.9,133.41,0.74000,16335.1,12158.0,4450.0,3.9,1425.9
2024-03-01,21674.2,123.038,19581.8,5365.75,5170.57,79.4,112.76,0.74000,16349.4,12227.9,4483.2,3.9,1434.1
2024-04-01,21754.1,123.341,19665.7,5267.30,5095.46,77.2,119.90,0.72000,16366.3,12260.0,4505.5,3.9,1437.7
2024-05-01,21847.5,123.348,19758.0,5402.80,5235.23,69.1,91.20,0.70000,16449.0,12334.5,4519.6,3.9,1439.8
2024-06-01,21928.1,123.539,19844.5,5586.59,5415.14,68.2,86.60,0.69000,16456.4,12357.0,4575.4,4.1,1445.5
2024-07-01,21953.2,123.736,19949.5,5711.75,5542.89,66.4,144.07,0.72000,16473.6,12398.8,4568.4,4.2,1450.1
2024-08-01,21992.2,123.889,20001.3,5665.17,5502.17,67.9,104.59,0.73000,16494.5,12465.7,4579.6,4.2,1453.7
2024-09-01,22062.3,124.164,20147.6,5783.52,5626.12,70.1,100.90,0.74000,16500.8,12510.7,4614.7,4.1,1458.9
2024-10-01,22171.5,124.494,20226.0,5947.52,5792.32,70.5,117.27,0.68000,16531.5,12566.8,4647.3,4.1,1472.0
2024-11-01,22247.7,124.637,20313.6,6092.10,5929.92,71.8,232.69,0.64000,16590.1,12632.4,4646.3,4.2,1467.9
2024-12-01,22329.3,124.979,20514.3,6173.12,6010.91,74.0,184.92,0.60000,16606.6,12680.8,4665.5,4.1,1467.4
2025-01-01,22435.3,125.417,20462.2,6100.94,5979.52,71.7,252.38,0.62000,16635.4,12721.7,4708.3,4.0,1504.4
2025-02-01,22551.4,125.921,20519.8,6134.07,6038.69,64.7,328.43,0.60000,16600.6,12787.0,4803.3,4.2,1514.7
2025-03-01,22704.4,125.941,20683.0,5760.82,5683.98,57.0,503.67,0.64000,16695.4,12857.3,4852.4,4.2,1570.5
2025-04-01,22873.1,126.150,20746.4,5425.18,5369.50,52.2,560.88,0.73000,16700.0,12857.5,4995.5,4.2,1678.6
2025-05-01,22722.6,126.380,20755.0,5858.95,5810.92,52.2,499.31,0.75000,16636.1,12865.3,4902.6,4.3,1556.0
2025-06-01,22764.1,126.743,20868.4,6059.13,6029.95,60.7,399.66,0.69000,16583.5,12857.3,4958.7,4.1,1587.9
2025-07-01,22864.9,126.957,21010.6,6317.43,6296.50,61.7,371.99,0.65000,16639.8,12929.9,4977.6,4.3,1574.5
2025-08-01,22948.9,127.287,21127.4,6411.84,6408.95,58.2,306.94,0.65000,16641.5,12970.6,5021.9,4.3,1578.6
2025-09-01,23022.4,127.626,21206.6,6570.27,6584.02,55.1,341.92,0.62000,16654.3,13017.6,5041.5,4.4,1571.8
