Date,Income,Price,Consumption,Sp_inf_adjust,Sp,Consumer_confidence,Policy_uncertainty,Baa_aaa,Real_income_excptTransfer,Salary_pre_tax,Income_tranfer,Unemploy_rate,TransRecpt
1959-01-01,351.5,15.164,306.1,621.64,55.62,,,0.75000,2426.0,252.3,23.9,6.0,9.5
1959-02-01,352.9,15.179,309.6,614.26,54.77,,,0.75000,2434.8,253.6,24.1,5.9,9.8
1959-03-01,355.2,15.189,312.7,629.85,56.16,,,0.72000,2452.7,256.1,24.0,5.6,9.9
1959-04-01,358.2,15.219,312.2,638.19,57.10,,,0.63000,2470.0,258.6,24.0,5.2,9.9
1959-05-01,360.3,15.227,316.1,647.80,57.96,95.3,,0.59000,2486.4,260.8,23.8,5.1,10.1
1959-06-01,362.6,15.271,318.2,640.00,57.46,,,0.58000,2493.9,262.3,24.0,5.0,10.1
1959-07-01,362.8,15.303,317.8,663.12,59.74,,,0.61000,2492.0,262.1,24.1,5.1,10.2
1959-08-01,361.2,15.325,320.2,659.34,59.40,,,0.66000,2477.7,260.2,24.0,5.2,10.4
1959-09-01,362.3,15.365,324.2,631.10,57.05,,,0.66000,2477.7,260.4,24.4,5.5,10.4
1959-10-01,363.4,15.402,322.8,628.40,57.00,,,0.71000,2480.6,261.1,24.5,5.7,10.6
1959-11-01,366.3,15.412,322.9,630.94,57.23,93.8,,0.70000,2497.2,263.2,25.1,5.8,10.6
1959-12-01,370.2,15.430,322.9,651.11,59.06,,,0.70000,2525.8,267.4,24.9,5.3,10.7
1960-01-01,370.8,15.421,323.6,641.94,58.03,,,0.73000,2537.6,270.1,24.4,5.2,10.7
1960-02-01,371.3,15.437,325.3,614.95,55.78,100.0,,0.78000,2539.9,270.8,24.5,4.8,10.7
1960-03-01,371.9,15.446,330.2,606.57,55.02,,,0.76000,2542.2,271.3,25.0,5.4,10.9
1960-04-01,374.7,15.502,336.5,612.32,55.73,,,0.75000,2551.4,273.0,25.1,5.2,10.9
1960-05-01,376.0,15.518,330.0,606.71,55.22,93.3,,0.82000,2557.6,273.7,25.2,5.1,11.0
1960-06-01,376.5,15.525,330.1,627.00,57.26,,,0.81000,2557.0,273.5,25.6,5.4,11.1
1960-07-01,377.7,15.553,331.4,611.45,55.84,,,0.81000,2561.9,274.4,25.6,5.5,11.2
1960-08-01,377.5,15.579,331.6,618.79,56.51,97.2,,0.80000,2555.4,273.8,26.0,5.6,11.2
1960-09-01,378.3,15.588,333.4,600.17,54.81,,,0.76000,2556.1,273.8,26.5,5.5,11.3
1960-10-01,380.1,15.606,335.4,584.40,53.73,,,0.81000,2564.1,274.9,26.5,6.1,11.4
1960-11-01,379.8,15.659,335.4,603.32,55.47,90.1,,0.77000,2549.4,273.7,27.1,6.1,11.5
1960-12-01,378.2,15.662,331.3,617.79,56.80,,,0.75000,2534.5,271.4,27.5,6.6,11.7
1961-01-01,381.9,15.665,332.2,649.55,59.72,,,0.78000,2556.6,273.4,27.8,6.6,11.8
1961-02-01,383.8,15.679,333.7,676.20,62.17,91.6,,0.80000,2556.8,273.4,29.4,6.9,12.0
1961-03-01,385.2,15.670,337.7,697.41,64.12,,,0.80000,2569.4,274.5,29.2,6.9,12.1
1961-04-01,385.8,15.661,337.6,716.01,65.83,,,0.76000,2578.3,275.5,28.8,7.0,12.3
1961-05-01,389.2,15.670,339.9,723.29,66.50,92.5,,0.74000,2593.7,277.4,29.7,7.1,12.3
1961-06-01,393.3,15.677,340.9,713.72,65.62,,,0.70000,2614.5,279.9,30.6,6.9,12.5
1961-07-01,395.5,15.711,340.6,707.02,65.44,,,0.68000,2620.7,281.2,30.9,7.0,12.5
1961-08-01,395.9,15.724,342.1,734.86,67.79,99.2,,0.66000,2631.9,282.6,29.5,6.6,12.8
1961-09-01,396.7,15.742,344.4,726.68,67.26,,,0.67000,2637.0,283.0,29.2,6.7,13.1
1961-10-01,400.8,15.741,346.5,734.68,68.00,,,0.71000,2665.2,285.8,29.2,6.5,13.2
1961-11-01,404.6,15.742,349.9,767.95,71.08,93.0,,0.72000,2689.7,288.9,29.3,6.1,13.5
1961-12-01,407.1,15.746,352.4,775.08,71.74,,,0.68000,2704.5,290.5,29.7,6.0,13.5
1962-01-01,406.9,15.776,353.2,746.24,69.07,,,0.66000,2700.8,290.8,29.9,5.8,13.7
1962-02-01,409.8,15.818,354.0,756.14,70.22,99.9,,0.65000,2713.9,293.1,29.9,5.5,13.8
1962-03-01,413.1,15.839,357.4,756.89,70.29,,,0.65000,2731.9,295.9,30.2,5.6,13.9
1962-04-01,415.4,15.857,359.0,730.35,68.05,,,0.69000,2749.0,298.2,29.9,5.6,14.1
1962-05-01,415.9,15.867,362.0,676.04,62.99,95.4,,0.72000,2752.9,298.7,30.0,5.5,14.2
1962-06-01,416.2,15.877,360.4,597.05,55.63,,,0.74000,2756.3,299.3,30.1,5.5,14.2
1962-07-01,417.8,15.868,361.4,609.41,56.97,,,0.71000,2769.4,300.3,30.3,5.4,14.4
1962-08-01,418.8,15.891,362.9,625.99,58.52,91.6,,0.71000,2772.5,300.6,30.6,5.7,14.6
1962-09-01,421.0,15.969,368.8,618.39,58.00,,,0.71000,2775.8,302.6,30.4,5.6,14.5
1962-10-01,422.6,15.953,366.5,598.88,56.17,,,0.71000,2785.0,302.8,31.4,5.4,14.9
1962-11-01,424.1,15.964,371.7,640.14,60.04,95.0,,0.71000,2798.3,304.5,31.1,5.7,14.8
1962-12-01,425.9,15.958,373.6,667.86,62.64,,,0.68000,2813.0,305.5,31.0,5.5,14.8
1963-01-01,430.0,15.997,374.4,693.66,65.06,,,0.70000,2806.3,306.4,35.1,5.7,14.9
1963-02-01,427.9,16.014,373.4,702.83,65.92,98.4,,0.70000,2813.7,307.9,31.4,5.9,14.9
1963-03-01,429.4,16.001,375.0,697.87,65.67,,,0.69000,2826.3,309.6,31.5,5.7,15.0
1963-04-01,431.1,16.000,376.4,730.71,68.76,,,0.66000,2834.3,310.1,31.5,5.7,15.0
1963-05-01,433.5,16.026,377.2,745.37,70.14,91.7,,0.63000,2846.3,312.2,31.8,5.9,15.2
1963-06-01,436.6,16.061,381.7,742.62,70.11,,,0.61000,2861.0,314.8,31.8,5.6,15.3
1963-07-01,438.0,16.093,384.4,729.22,69.07,,,0.58000,2862.7,315.1,31.8,5.6,15.4
1963-08-01,440.3,16.115,386.3,749.39,70.98,96.4,,0.54000,2872.9,316.7,32.0,5.4,15.4
1963-09-01,443.5,16.112,385.5,769.13,72.85,,,0.53000,2893.0,318.8,32.1,5.5,15.4
1963-10-01,447.0,16.143,386.0,768.53,73.03,,,0.51000,2908.9,320.8,32.3,5.5,15.5
1963-11-01,448.5,16.166,389.4,764.21,72.62,94.4,,0.51000,2915.8,321.6,32.3,5.7,15.4
1963-12-01,452.8,16.190,394.7,778.00,74.17,,,0.50000,2936.6,324.3,33.0,5.5,15.6
1964-01-01,455.3,16.224,396.8,801.91,76.45,,,0.44000,2936.3,324.9,34.9,5.6,15.6
1964-02-01,457.4,16.247,400.2,811.77,77.39,99.5,,0.47000,2962.7,329.0,32.8,5.4,15.7
1964-03-01,468.5,16.257,401.8,826.56,78.80,,,0.45000,2977.8,330.7,33.0,5.4,15.8
1964-04-01,471.4,16.269,402.8,838.52,79.94,,,0.45000,2996.0,332.9,33.2,5.3,15.9
1964-05-01,473.9,16.271,408.4,846.70,80.72,98.5,,0.44000,3014.9,334.9,33.2,5.1,15.9
1964-06-01,476.2,16.294,411.4,838.95,80.24,,,0.44000,3026.6,336.7,33.2,5.2,15.9
1964-07-01,479.0,16.315,414.9,867.31,83.22,,,0.43000,3043.0,339.1,33.5,4.9,16.1
1964-08-01,481.5,16.327,417.7,857.35,82.00,100.6,,0.41000,3061.5,341.7,33.4,5.0,16.2
1964-09-01,484.2,16.352,416.6,869.29,83.41,,,0.40000,3074.4,343.4,33.6,5.1,16.2
1964-10-01,484.3,16.362,419.6,884.30,84.85,,,0.39000,3076.4,343.3,33.6,5.1,16.2
1964-11-01,488.1,16.385,416.4,887.60,85.44,99.9,,0.38000,3099.1,346.5,33.5,4.8,16.2
1964-12-01,493.5,16.409,421.0,872.22,83.96,,,0.37000,3128.9,350.3,34.1,5.0,16.4
1965-01-01,495.0,16.427,424.4,894.66,86.12,,,0.37000,3134.5,350.9,36.6,4.9,16.5
1965-02-01,495.4,16.434,431.4,901.20,86.75,102.0,,0.37000,3151.6,352.8,34.2,5.1,16.5
1965-03-01,497.7,16.455,433.3,899.15,86.83,,,0.36000,3167.2,354.7,34.3,4.7,16.5
1965-04-01,499.0,16.481,437.1,908.06,87.97,,,0.37000,3178.8,356.2,34.7,4.8,16.6
1965-05-01,505.6,16.518,437.6,921.58,89.28,105.4,,0.37000,3199.2,359.5,34.5,4.6,16.6
1965-06-01,507.8,16.566,435.2,872.26,85.04,,,0.39000,3208.7,361.0,34.7,4.6,16.8
1965-07-01,513.5,16.578,441.0,870.92,84.91,,,0.40000,3230.4,363.7,34.9,4.4,16.8
1965-08-01,516.2,16.582,444.4,887.13,86.49,103.4,,0.39000,3247.6,366.1,34.5,4.4,16.7
1965-09-01,529.9,16.590,452.0,916.77,89.38,,,0.39000,3268.7,368.8,45.0,4.3,26.9
1965-10-01,527.5,16.595,458.5,934.43,91.39,,,0.37000,3305.3,373.9,36.4,4.2,18.7
1965-11-01,532.1,16.623,459.1,942.20,92.15,102.9,,0.35000,3328.6,377.1,37.0,4.1,19.0
1965-12-01,536.3,16.683,461.7,934.96,91.73,,,0.34000,3346.5,380.3,37.3,4.0,19.1
1966-01-01,537.2,16.703,465.2,951.17,93.32,,,0.32000,3353.6,382.1,37.6,4.0,19.2
1966-02-01,541.7,16.772,470.2,938.84,92.69,100.0,,0.34000,3370.7,386.0,37.9,3.8,19.4
1966-03-01,545.2,16.813,475.0,897.44,88.88,,,0.40000,3389.3,389.2,38.1,3.8,19.3
1966-04-01,545.0,16.871,476.9,919.18,91.60,,,0.45000,3388.0,392.7,37.9,3.8,19.5
1966-05-01,546.5,16.892,473.1,870.81,86.78,95.7,,0.50000,3399.6,395.5,38.0,3.9,19.9
1966-06-01,550.2,16.934,475.5,860.92,86.06,,,0.51000,3419.3,399.5,37.8,3.8,19.8
1966-07-01,553.1,16.967,480.6,856.08,85.84,,,0.52000,3434.6,403.4,37.7,3.8,19.8
1966-08-01,558.1,17.032,483.2,799.40,80.65,91.2,,0.52000,3444.1,406.4,39.4,3.8,19.9
1966-09-01,563.2,17.086,489.2,771.25,77.81,,,0.60000,3453.4,408.7,41.7,3.7,20.1
1966-10-01,566.5,17.131,488.3,759.86,77.13,,,0.69000,3468.5,411.7,41.9,3.7,19.9
1966-11-01,570.0,17.156,490.1,797.89,80.99,88.3,,0.78000,3482.4,413.7,43.5,3.6,20.2
1966-12-01,570.7,17.192,491.8,801.24,81.33,,,0.79000,3478.0,415.1,44.1,3.8,20.5
1967-01-01,576.6,17.193,494.2,831.98,84.45,,,0.77000,3508.2,418.2,44.9,3.9,20.6
1967-02-01,578.4,17.213,493.0,860.65,87.36,94.1,,0.79000,3507.6,418.3,45.9,3.8,20.6
1967-03-01,583.0,17.222,495.8,878.27,89.42,,,0.72000,3521.1,420.1,47.5,3.8,20.8
1967-04-01,583.8,17.251,501.3,890.70,90.96,,,0.72000,3522.2,421.8,46.9,3.8,21.0
1967-05-01,586.1,17.284,502.2,903.93,92.59,95.9,,0.72000,3527.6,422.7,47.2,3.8,21.1
1967-06-01,590.2,17.339,506.8,889.92,91.43,,,0.71000,3541.4,426.3,47.6,3.9,21.1
1967-07-01,594.5,17.398,506.7,902.59,93.01,,,0.68000,3557.6,429.1,48.4,3.8,21.4
1967-08-01,598.5,17.452,509.8,914.22,94.49,97.0,,0.71000,3572.9,432.5,49.0,3.8,21.2
1967-09-01,600.2,17.505,515.6,924.23,95.81,,,0.75000,3577.9,434.4,48.8,3.8,21.2
1967-10-01,602.8,17.554,512.2,920.04,95.66,,,0.70000,3579.1,436.6,49.6,4.0,21.5
1967-11-01,608.5,17.612,517.4,888.55,92.66,92.9,,0.65000,3601.6,442.0,50.1,3.9,21.5
1967-12-01,610.5,17.640,525.1,911.17,95.30,,,0.74000,3611.3,446.1,50.4,3.8,21.5
1968-01-01,616.7,17.722,530.9,903.36,95.04,,,0.67000,3629.2,448.9,51.3,3.7,21.5
1968-02-01,623.6,17.794,533.6,860.06,90.75,97.2,,0.70000,3658.9,455.2,51.5,3.8,21.7
1968-03-01,631.6,17.852,544.3,841.87,89.09,,,0.74000,3676.8,458.6,54.5,3.7,24.4
1968-04-01,635.7,17.908,544.0,901.42,95.67,,,0.76000,3688.0,461.4,55.9,3.5,24.7
1968-05-01,640.7,17.974,549.8,919.47,97.87,92.4,,0.76000,3710.6,466.2,55.8,3.5,24.9
1968-06-01,645.6,18.032,556.3,938.74,100.50,,,0.79000,3728.6,470.1,56.1,3.7,24.9
1968-07-01,646.3,18.087,563.2,931.50,100.30,,,0.74000,3751.3,474.5,56.6,3.7,25.2
1968-08-01,649.8,18.161,567.0,908.56,98.11,92.4,,0.80000,3765.4,478.1,57.7,3.5,25.4
1968-09-01,652.1,18.224,568.2,935.43,101.30,,,0.82000,3785.0,482.4,57.8,3.4,25.6
1968-10-01,657.3,18.304,571.6,953.08,103.80,,,0.75000,3790.5,485.6,58.3,3.4,25.5
1968-11-01,662.0,18.366,576.7,965.04,105.40,91.7,,0.82000,3807.9,489.9,58.7,3.4,25.7
1968-12-01,665.7,18.404,576.5,972.37,106.50,,,0.78000,3823.3,492.8,59.1,3.4,25.7
1969-01-01,667.1,18.476,583.5,928.66,102.00,,,0.73000,3824.3,495.3,59.8,3.4,25.8
1969-02-01,668.9,18.523,588.7,918.95,101.50,98.2,,0.64000,3840.1,498.2,60.6,3.4,26.0
1969-03-01,673.3,18.610,588.9,891.56,99.30,,,0.66000,3859.1,503.7,60.9,3.4,26.0
1969-04-01,675.3,18.692,593.9,904.51,101.30,,,0.65000,3868.8,507.0,61.2,3.4,26.1
1969-05-01,685.7,18.767,600.3,931.41,104.60,91.5,,0.73000,3884.3,511.3,61.6,3.4,26.2
1969-06-01,693.9,18.858,600.9,877.96,99.14,,,0.72000,3899.4,515.9,61.8,3.5,26.5
1969-07-01,701.8,18.941,602.7,834.17,94.71,,,0.76000,3920.7,522.0,62.4,3.5,26.5
1969-08-01,708.1,18.993,609.9,825.02,94.18,86.4,,0.89000,3945.2,526.8,63.0,3.5,26.6
1969-09-01,712.6,19.072,613.2,825.68,94.51,,,0.91000,3955.8,530.5,63.3,3.7,26.6
1969-10-01,716.7,19.137,618.5,830.03,95.52,,,0.89000,3961.6,533.4,63.9,3.7,26.7
1969-11-01,721.0,19.220,620.5,831.57,96.21,79.7,,0.90000,3965.8,536.4,64.2,3.5,26.7
1969-12-01,725.7,19.308,622.8,783.31,91.11,,,0.93000,3972.8,539.6,64.9,3.5,26.8
1970-01-01,732.1,19.377,628.7,774.38,90.31,,,0.95000,3979.5,542.0,65.3,3.9,27.0
1970-02-01,737.4,19.454,634.0,743.43,87.16,78.1,,0.85000,3986.5,544.8,66.3,4.2,27.1
1970-03-01,742.0,19.502,632.3,752.18,88.65,,,0.79000,4001.6,548.5,66.7,4.4,27.2
1970-04-01,753.8,19.601,636.0,723.59,85.95,,,0.87000,3978.0,546.7,80.2,4.6,39.5
1970-05-01,753.1,19.663,642.4,638.67,76.06,75.4,,0.87000,3986.4,548.7,73.8,4.8,31.5
1970-06-01,756.6,19.714,646.3,631.45,75.59,,,0.77000,3999.3,551.8,74.2,4.9,31.5
1970-07-01,770.2,19.786,648.5,629.30,75.72,,,0.96000,4020.4,554.9,75.1,5.0,31.7
1970-08-01,774.6,19.838,652.9,647.58,77.92,77.6,,1.31000,4028.3,556.6,76.0,5.1,32.0
1970-09-01,777.3,19.927,659.1,682.81,82.58,,,1.30000,4017.2,555.7,77.9,5.4,32.1
1970-10-01,778.6,20.026,658.3,694.07,84.37,,,1.30000,3994.3,554.0,79.8,5.5,32.3
1970-11-01,780.5,20.105,656.6,689.82,84.28,72.4,,1.33000,3992.7,555.1,79.6,5.9,32.1
1970-12-01,787.5,20.194,665.6,733.35,90.05,,,1.48000,4002.9,560.0,80.9,6.1,32.5
1971-01-01,801.3,20.237,676.1,761.36,93.49,,,1.38000,4041.6,567.7,81.0,5.9,32.6
1971-02-01,804.7,20.296,679.4,788.86,97.11,78.1,,1.31000,4045.8,570.4,82.1,5.9,32.8
1971-03-01,810.0,20.363,682.0,807.06,99.60,,,1.25000,4056.9,573.4,83.0,6.0,33.0
1971-04-01,814.9,20.443,688.8,832.53,103.00,,,1.20000,4068.1,576.4,83.5,5.9,33.1
1971-05-01,821.6,20.528,691.1,817.14,101.60,80.2,,1.09000,4084.7,581.5,84.0,5.9,33.3
1971-06-01,842.6,20.619,699.8,796.09,99.72,,,1.11000,4086.5,583.5,101.3,5.9,49.7
1971-07-01,833.2,20.681,698.9,788.40,99.00,,,1.12000,4091.7,585.1,88.7,6.0,37.0
1971-08-01,838.5,20.741,704.9,772.49,97.24,82.1,,1.17000,4107.2,589.1,89.0,6.1,37.2
1971-09-01,844.7,20.772,713.0,789.65,99.40,,,1.15000,4125.2,592.2,91.0,6.0,37.4
1971-10-01,848.8,20.804,715.8,771.00,97.29,,,1.09000,4142.0,593.8,90.2,5.8,37.4
1971-11-01,852.5,20.847,720.9,735.26,92.78,82.0,,1.12000,4159.2,596.5,91.7,6.0,37.8
1971-12-01,860.2,20.929,728.4,782.07,99.17,,,1.13000,4184.5,605.0,91.8,6.0,38.0
1972-01-01,859.4,21.015,731.5,814.64,103.30,,,1.04000,4208.2,612.0,91.9,5.8,38.2
1972-02-01,868.0,21.098,736.2,825.61,105.20,92.8,,0.96000,4231.9,619.4,95.3,5.7,38.3
1972-03-01,872.9,21.128,749.2,843.19,107.70,,,1.00000,4259.5,624.0,95.8,5.8,38.4
1972-04-01,873.9,21.160,752.5,849.75,108.80,,,0.94000,4273.3,627.0,94.4,5.7,38.5
1972-05-01,882.2,21.207,758.0,839.13,107.70,88.6,,0.93000,4291.2,630.0,95.1,5.7,38.7
1972-06-01,886.4,21.239,761.6,839.45,108.00,,,0.97000,4304.2,634.1,95.2,5.7,39.0
1972-07-01,896.0,21.315,769.9,829.26,107.20,,,1.02000,4332.2,636.0,95.8,5.6,39.2
1972-08-01,907.0,21.377,776.3,856.61,111.00,95.2,,1.00000,4375.5,642.5,96.2,5.6,39.2
1972-09-01,914.6,21.473,781.1,842.26,109.40,,,0.87000,4396.4,648.4,96.1,5.5,39.5
1972-10-01,938.6,21.497,794.9,839.81,109.60,,,0.85000,4471.0,658.1,104.2,5.6,47.2
1972-11-01,951.8,21.561,800.5,879.87,115.10,90.7,,0.87000,4504.1,663.5,108.2,5.3,47.5
1972-12-01,959.2,21.630,806.1,896.10,117.50,,,0.85000,4530.8,670.2,106.8,5.2,47.7
1973-01-01,957.1,21.695,816.5,900.85,118.40,,,0.75000,4506.6,676.1,108.0,4.9,48.4
1973-02-01,969.3,21.809,825.8,862.81,114.20,81.9,,0.75000,4523.8,684.3,108.8,5.0,49.1
1973-03-01,979.7,21.964,832.8,841.37,112.40,,,0.74000,4525.8,689.6,110.4,4.9,49.7
1973-04-01,988.3,22.127,835.7,819.97,110.30,,,0.83000,4539.4,695.1,110.3,5.0,50.0
1973-05-01,995.0,22.236,841.6,791.48,107.20,77.0,,0.77000,4556.1,699.8,112.1,4.9,50.4
1973-06-01,1003.7,22.363,844.3,768.51,104.80,,,0.76000,4573.5,705.6,112.0,4.9,50.6
1973-07-01,1009.8,22.444,854.1,774.09,105.80,,,0.79000,4591.5,711.7,111.7,4.8,50.8
1973-08-01,1018.1,22.703,853.3,745.98,103.80,72.0,,0.85000,4573.1,715.1,113.7,4.8,51.1
1973-09-01,1027.4,22.793,869.2,757.24,105.60,,,1.00000,4601.6,721.8,114.5,4.8,51.7
1973-10-01,1042.3,22.922,868.2,780.45,109.80,,,0.81000,4644.2,728.5,115.6,4.6,51.5
1973-11-01,1052.5,23.110,876.9,720.27,102.00,76.5,,0.75000,4654.9,736.6,116.8,4.8,52.2
1973-12-01,1057.3,23.300,876.6,664.94,94.78,,,0.80000,4644.0,740.9,117.0,4.9,52.3
1974-01-01,1059.6,23.523,884.5,668.48,96.11,,,0.65000,4589.0,743.8,120.8,5.1,52.4
1974-02-01,1063.9,23.797,889.7,641.72,93.45,61.8,,0.68000,4559.3,748.5,121.9,5.2,52.4
1974-03-01,1068.6,24.073,901.4,660.72,97.44,,,0.61000,4527.8,752.2,122.9,5.1,52.6
1974-04-01,1075.3,24.243,910.8,624.34,92.46,,,0.62000,4505.4,756.7,128.5,5.1,56.6
1974-05-01,1084.8,24.482,922.4,598.03,89.67,72.1,,0.68000,4508.4,766.1,130.2,5.1,56.9
1974-06-01,1091.8,24.690,928.0,593.94,89.79,,,0.80000,4506.5,773.1,131.0,5.4,57.3
1974-07-01,1104.1,24.872,937.9,520.37,79.31,,,0.76000,4510.0,776.9,136.0,5.5,59.6
1974-08-01,1114.1,25.132,954.8,492.86,76.03,64.4,,0.77000,4503.6,783.0,136.9,5.5,59.9
1974-09-01,1124.5,25.393,955.1,436.35,68.12,,,0.94000,4498.0,789.4,138.4,5.9,60.0
1974-10-01,1136.2,25.575,959.2,440.45,69.44,,,1.21000,4507.8,795.5,141.1,6.0,60.7
1974-11-01,1138.6,25.767,956.2,451.51,71.74,59.5,,1.71000,4472.5,790.7,143.5,6.6,61.2
1974-12-01,1147.8,25.971,961.8,418.86,67.07,,,1.74000,4456.0,791.4,148.2,7.2,61.8
1975-01-01,1154.2,26.132,975.6,451.41,72.56,,,1.98000,4442.2,792.5,151.6,8.1,61.6
1975-02-01,1161.1,26.274,989.4,494.52,80.10,57.6,,2.03000,4421.8,790.3,157.2,8.1,62.1
1975-03-01,1166.0,26.363,990.6,515.27,83.78,,,1.81000,4421.6,792.9,158.8,8.6,62.3
1975-04-01,1191.4,26.452,995.0,519.09,84.72,,,1.63000,4416.5,793.3,162.4,8.8,62.4
1975-05-01,1265.1,26.558,1018.9,548.94,90.10,72.8,,1.79000,4439.9,800.8,165.0,9.0,63.2
1975-06-01,1230.2,26.724,1026.8,558.75,92.40,,,1.85000,4449.0,806.9,187.2,8.8,63.1
1975-07-01,1221.6,26.953,1039.8,553.10,92.49,,,1.71000,4447.1,811.2,174.0,8.6,68.5
1975-08-01,1235.1,27.070,1047.0,511.61,85.71,75.7,,1.64000,4484.7,823.6,174.9,8.4,69.3
1975-09-01,1244.2,27.204,1054.8,502.63,84.67,,,1.66000,4497.5,829.1,175.6,8.4,69.2
1975-10-01,1256.7,27.362,1060.9,522.91,88.57,,,1.76000,4516.9,837.9,177.9,8.4,69.7
1975-11-01,1263.8,27.538,1075.8,527.91,90.07,75.6,,1.78000,4526.8,846.2,176.3,8.3,69.4
1975-12-01,1272.0,27.690,1092.1,518.01,88.70,,,1.77000,4528.7,853.2,178.8,8.2,69.9
1976-01-01,1285.2,27.795,1107.1,564.65,96.86,,,1.81000,4553.5,865.1,181.9,7.9,71.1
1976-02-01,1294.9,27.831,1107.7,584.35,100.60,84.6,,1.69000,4583.4,872.0,182.2,7.7,70.8
1976-03-01,1300.7,27.873,1114.9,586.20,101.10,,,1.60000,4601.8,876.6,181.2,7.6,71.0
1976-04-01,1305.4,27.936,1125.4,588.73,101.90,,,1.54000,4626.6,883.5,180.3,7.7,71.2
1976-05-01,1311.7,28.069,1122.7,580.55,101.20,83.3,,1.28000,4640.8,890.9,178.9,7.4,71.1
1976-06-01,1318.7,28.192,1140.5,580.91,101.80,,,1.27000,4644.1,893.8,180.9,7.6,72.0
1976-07-01,1332.9,28.335,1149.6,591.48,104.20,,,1.26000,4660.0,900.6,186.6,7.8,76.8
1976-08-01,1343.0,28.491,1158.0,583.31,103.30,89.7,,1.19000,4678.0,909.6,186.7,7.8,76.9
1976-09-01,1350.8,28.651,1168.8,593.66,105.50,,,1.02000,4685.6,915.1,186.9,7.6,77.3
1976-10-01,1355.5,28.801,1176.8,570.43,101.90,,,0.97000,4689.5,920.5,186.3,7.7,78.1
1976-11-01,1374.0,28.932,1189.0,565.54,101.20,87.0,,0.98000,4728.2,931.0,189.5,7.8,78.9
1976-12-01,1386.9,29.094,1211.5,583.09,104.70,,,1.14000,4744.1,938.4,190.7,7.8,78.9
1977-01-01,1392.2,29.263,1215.0,575.11,103.80,,,1.12000,4726.1,939.3,189.4,7.5,79.1
1977-02-01,1390.7,29.492,1231.3,553.91,101.00,87.1,,1.08000,4743.2,950.8,191.0,7.6,79.2
1977-03-01,1417.2,29.640,1238.3,548.01,100.60,,,1.02000,4765.4,960.1,192.5,7.4,79.3
1977-04-01,1427.7,29.812,1247.3,535.07,99.05,,,1.03000,4789.3,969.8,193.4,7.2,80.4
1977-05-01,1435.2,29.963,1257.1,530.85,98.76,90.2,,0.96000,4814.4,981.7,190.9,7.0,80.2
1977-06-01,1449.2,30.131,1263.6,530.18,99.29,,,0.96000,4829.7,991.2,189.9,7.2,80.5
1977-07-01,1466.1,30.287,1280.5,532.41,100.20,,,0.93000,4848.1,999.7,194.5,6.9,85.9
1977-08-01,1478.9,30.428,1285.7,517.69,97.75,89.0,,0.84000,4861.6,1005.6,197.9,7.0,86.0
1977-09-01,1492.6,30.543,1294.5,507.98,96.23,,,0.88000,4900.6,1017.2,197.3,6.8,86.9
1977-10-01,1510.4,30.685,1311.4,493.23,93.74,,,0.85000,4956.6,1030.7,195.7,6.8,86.1
1977-11-01,1531.2,30.861,1327.0,493.67,94.28,84.4,,0.87000,4987.6,1038.5,200.9,6.8,87.8
1977-12-01,1545.0,31.011,1336.0,489.68,93.82,,,0.80000,5014.3,1045.3,201.4,6.4,87.4
1978-01-01,1547.4,31.194,1329.5,468.03,90.25,83.7,,0.76000,4995.2,1051.4,202.4,6.4,88.1
1978-02-01,1563.8,31.339,1355.1,458.51,88.98,84.3,,0.73000,5021.5,1062.2,203.0,6.3,87.3
1978-03-01,1587.1,31.542,1377.5,454.08,88.82,78.8,,0.75000,5052.8,1077.9,204.6,6.3,88.0
1978-04-01,1604.6,31.781,1396.4,470.26,92.71,81.6,,0.76000,5093.2,1096.3,203.7,6.1,87.7
1978-05-01,1615.1,32.008,1412.0,489.50,97.41,82.9,,0.80000,5095.2,1103.9,206.6,6.0,88.0
1978-06-01,1625.7,32.217,1425.8,485.49,97.66,80.0,,0.84000,5124.9,1118.0,205.1,5.9,88.0
1978-07-01,1642.8,32.393,1426.8,479.47,97.19,82.4,,0.72000,5136.2,1128.6,212.8,6.2,93.9
1978-08-01,1658.1,32.557,1447.0,510.25,103.90,78.4,,0.79000,5159.7,1137.0,214.8,5.9,94.2
1978-09-01,1668.0,32.742,1452.9,506.41,103.90,80.4,,0.73000,5173.3,1148.4,214.0,6.0,94.7
1978-10-01,1685.8,33.003,1466.9,485.94,100.60,79.3,,0.70000,5195.9,1163.7,215.3,5.8,95.1
1978-11-01,1697.0,33.190,1480.6,455.45,94.71,75.0,,0.80000,5202.6,1173.7,217.7,5.9,95.3
1978-12-01,1713.4,33.345,1496.5,460.14,96.11,66.1,,0.78000,5236.1,1185.8,218.6,6.0,96.3
1979-01-01,1734.6,33.597,1502.4,473.18,99.71,72.1,,0.88000,5248.7,1196.3,222.6,5.9,96.4
1979-02-01,1750.9,33.776,1517.8,460.76,98.23,73.9,,0.82000,5278.5,1207.5,221.6,5.9,96.4
1979-03-01,1769.2,34.040,1531.2,464.82,100.10,68.4,,0.89000,5294.3,1222.0,224.0,5.8,96.8
1979-04-01,1773.1,34.395,1538.4,468.74,102.10,66.0,,0.95000,5242.7,1222.4,227.7,5.8,98.7
1979-05-01,1783.2,34.751,1558.8,452.09,99.73,68.1,,0.97000,5227.5,1233.2,228.3,5.6,97.4
